,Pokedex_Number,Name,Type1,Type2,Attack,Defense,Experience_Growth,Base_Egg,Base_Happiness,Base_Total,Capture_Rate,Height_M,Weight_Kg,Generation,Is_Legendary,Hp,Sp_Attack,Sp_Defense,Speed,Abilities,Type,N_Abilities,BMI
609,610,Axew,Dragon,NaN,87.0,60.0,1250000.0,10240.0,35.0,320.0,75.0,0.6,18.0,5,0,46.0,30.0,40.0,57.0,"['Rivalry', 'Mold Breaker', 'Unnerve']",Dragon,3,50.0
610,611,Fraxure,Dragon,NaN,117.0,70.0,1250000.0,10240.0,35.0,410.0,60.0,1.0,36.0,5,0,66.0,40.0,50.0,67.0,"['Rivalry', 'Mold Breaker', 'Unnerve']",Dragon,3,36.0
611,612,Haxorus,Dragon,NaN,147.0,90.0,1250000.0,10240.0,35.0,540.0,45.0,1.8,105.5,5,0,76.0,60.0,70.0,97.0,"['Rivalry', 'Mold Breaker', 'Unnerve']",Dragon,3,32.56172839506173
612,613,Cubchoo,Ice,NaN,70.0,40.0,1000000.0,5120.0,70.0,305.0,120.0,0.5,8.5,5,0,55.0,60.0,40.0,40.0,"['Snow Cloak', 'Slush Rush', 'Rattled']",Ice,3,34.0
613,614,Beartic,Ice,NaN,130.0,80.0,1000000.0,5120.0,70.0,505.0,60.0,2.6,260.0,5,0,95.0,70.0,80.0,50.0,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",Ice,3,38.46153846153846
614,615,Cryogonal,Ice,NaN,50.0,50.0,1000000.0,6400.0,70.0,515.0,25.0,1.1,148.0,5,0,80.0,95.0,135.0,105.0,['Levitate'],Ice,1,122.31404958677685
615,616,Shelmet,Bug,NaN,40.0,85.0,1000000.0,3840.0,70.0,305.0,200.0,0.4,7.7,5,0,50.0,40.0,65.0,25.0,"['Hydration', 'Shell Armor', 'Overcoat']",Bug,3,48.12499999999999
616,617,Accelgor,Bug,NaN,70.0,40.0,1000000.0,3840.0,70.0,495.0,75.0,0.8,25.3,5,0,80.0,100.0,60.0,145.0,"['Hydration', 'Sticky Hold', 'Unburden']",Bug,3,39.53124999999999
617,618,Stunfisk,Ground,Electric,66.0,84.0,1000000.0,5120.0,70.0,471.0,75.0,0.7,11.0,5,0,109.0,81.0,99.0,32.0,"['Static', 'Limber', 'Sand Veil']",Ground_Electric,3,22.44897959183674
618,619,Mienfoo,Fighting,NaN,85.0,50.0,1059860.0,6400.0,70.0,350.0,180.0,0.9,20.0,5,0,45.0,55.0,50.0,65.0,"['Inner Focus', 'Regenerator', 'Reckless']",Fighting,3,24.691358024691358
619,620,Mienshao,Fighting,NaN,125.0,60.0,1059860.0,6400.0,70.0,510.0,45.0,1.4,35.5,5,0,65.0,95.0,60.0,105.0,"['Inner Focus', 'Regenerator', 'Reckless']",Fighting,3,18.112244897959187
620,621,Druddigon,Dragon,NaN,120.0,90.0,1000000.0,7680.0,70.0,485.0,45.0,1.6,139.0,5,0,77.0,60.0,90.0,48.0,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",Dragon,3,54.29687499999999
621,622,Golett,Ground,Ghost,74.0,50.0,1000000.0,6400.0,70.0,303.0,190.0,1.0,92.0,5,0,59.0,35.0,50.0,35.0,"['Iron Fist', 'Klutz', 'No Guard']",Ground_Ghost,3,92.0
622,623,Golurk,Ground,Ghost,124.0,80.0,1000000.0,6400.0,70.0,483.0,90.0,2.8,330.0,5,0,89.0,55.0,80.0,55.0,"['Iron Fist', 'Klutz', 'No Guard']",Ground_Ghost,3,42.091836734693885
623,624,Pawniard,Dark,Steel,85.0,70.0,1000000.0,5120.0,35.0,340.0,120.0,0.5,10.2,5,0,45.0,40.0,40.0,60.0,"['Defiant', 'Inner Focus', 'Pressure']",Dark_Steel,3,40.8
624,625,Bisharp,Dark,Steel,125.0,100.0,1000000.0,5120.0,35.0,490.0,45.0,1.6,70.0,5,0,65.0,60.0,70.0,70.0,"['Defiant', 'Inner Focus', 'Pressure']",Dark_Steel,3,27.343749999999996
625,626,Bouffalant,Normal,NaN,110.0,95.0,1000000.0,5120.0,70.0,490.0,45.0,1.6,94.6,5,0,95.0,40.0,95.0,55.0,"['Reckless', 'Sap Sipper', 'Soundproof']",Normal,3,36.95312499999999
626,627,Rufflet,Normal,Flying,83.0,50.0,1250000.0,5120.0,70.0,350.0,190.0,0.5,10.5,5,0,70.0,37.0,50.0,60.0,"['Keen Eye', 'Sheer Force', 'Hustle']",Normal_Flying,3,42.0
627,628,Braviary,Normal,Flying,123.0,75.0,1250000.0,5120.0,70.0,510.0,60.0,1.5,41.0,5,0,100.0,57.0,75.0,80.0,"['Keen Eye', 'Sheer Force', 'Defiant']",Normal_Flying,3,18.22222222222222
628,629,Vullaby,Dark,Flying,55.0,75.0,1250000.0,5120.0,35.0,370.0,190.0,0.5,9.0,5,0,70.0,45.0,65.0,60.0,"['Big Pecks', 'Overcoat', 'Weak Armor']",Dark_Flying,3,36.0
629,630,Mandibuzz,Dark,Flying,65.0,105.0,1250000.0,5120.0,35.0,510.0,60.0,1.2,39.5,5,0,110.0,55.0,95.0,80.0,"['Big Pecks', 'Overcoat', 'Weak Armor']",Dark_Flying,3,27.430555555555557
630,631,Heatmor,Fire,NaN,97.0,66.0,1000000.0,5120.0,70.0,484.0,90.0,1.4,58.0,5,0,85.0,105.0,66.0,65.0,"['Gluttony', 'Flash Fire', 'White Smoke']",Fire,3,29.59183673469388
631,632,Durant,Bug,Steel,109.0,112.0,1000000.0,5120.0,70.0,484.0,90.0,0.3,33.0,5,0,58.0,48.0,48.0,109.0,"['Swarm', 'Hustle', 'Truant']",Bug_Steel,3,366.6666666666667
632,633,Deino,Dark,Dragon,65.0,50.0,1250000.0,10240.0,35.0,300.0,45.0,0.8,17.3,5,0,52.0,45.0,50.0,38.0,['Hustle'],Dark_Dragon,1,27.031249999999996
633,634,Zweilous,Dark,Dragon,85.0,70.0,1250000.0,10240.0,35.0,420.0,45.0,1.4,50.0,5,0,72.0,65.0,70.0,58.0,['Hustle'],Dark_Dragon,1,25.510204081632658
634,635,Hydreigon,Dark,Dragon,105.0,90.0,1250000.0,10240.0,35.0,600.0,45.0,1.8,160.0,5,0,92.0,125.0,90.0,98.0,['Levitate'],Dark_Dragon,1,49.382716049382715
635,636,Larvesta,Bug,Fire,85.0,55.0,1250000.0,10240.0,70.0,360.0,45.0,1.1,28.8,5,0,55.0,50.0,55.0,60.0,"['Flame Body', 'Swarm']",Bug_Fire,2,23.80165289256198
636,637,Volcarona,Bug,Fire,60.0,65.0,1250000.0,10240.0,70.0,550.0,15.0,1.6,46.0,5,0,85.0,135.0,105.0,100.0,"['Flame Body', 'Swarm']",Bug_Fire,2,17.968749999999996
637,638,Cobalion,Steel,Fighting,90.0,129.0,1250000.0,20480.0,35.0,580.0,3.0,2.1,250.0,5,1,91.0,90.0,72.0,108.0,['Justified'],Steel_Fighting,1,56.68934240362812
638,639,Terrakion,Rock,Fighting,129.0,90.0,1250000.0,20480.0,35.0,580.0,3.0,1.9,260.0,5,1,91.0,72.0,90.0,108.0,['Justified'],Rock_Fighting,1,72.02216066481995
639,640,Virizion,Grass,Fighting,90.0,72.0,1250000.0,20480.0,35.0,580.0,3.0,2.0,200.0,5,1,91.0,90.0,129.0,108.0,['Justified'],Grass_Fighting,1,50.0
640,641,Tornadus,Flying,NaN,100.0,80.0,1250000.0,30720.0,90.0,580.0,3.0,1.5,63.0,5,1,79.0,110.0,90.0,121.0,"['Prankster', 'Defiant', 'Regenerator']",Flying,3,28.0
641,642,Thundurus,Electric,Flying,105.0,70.0,1250000.0,30720.0,90.0,580.0,3.0,1.5,61.0,5,1,79.0,145.0,80.0,101.0,"['Prankster', 'Defiant', 'Volt Absorb']",Electric_Flying,3,27.11111111111111
642,643,Reshiram,Dragon,Fire,120.0,100.0,1250000.0,30720.0,0.0,680.0,3.0,3.2,330.0,5,1,100.0,150.0,120.0,90.0,['Turboblaze'],Dragon_Fire,1,32.22656249999999
643,644,Zekrom,Dragon,Electric,150.0,120.0,1250000.0,30720.0,0.0,680.0,3.0,2.9,345.0,5,1,100.0,120.0,100.0,90.0,['Teravolt'],Dragon_Electric,1,41.02259215219976
644,645,Landorus,Ground,Flying,145.0,90.0,1250000.0,30720.0,90.0,600.0,3.0,1.5,68.0,5,1,89.0,105.0,80.0,91.0,"['Sand Force', 'Sheer Force', 'Intimidate']",Ground_Flying,3,30.22222222222222
645,646,Kyurem,Dragon,Ice,120.0,90.0,1250000.0,30720.0,0.0,700.0,3.0,3.0,325.0,5,1,125.0,170.0,100.0,95.0,"['Pressure', 'Teravolt', 'Turboblaze']",Dragon_Ice,3,36.111111111111114
646,647,Keldeo,Water,Fighting,72.0,90.0,1250000.0,20480.0,35.0,580.0,3.0,1.4,48.5,5,1,91.0,129.0,90.0,108.0,['Justified'],Water_Fighting,1,24.744897959183678
647,648,Meloetta,Normal,Psychic,128.0,90.0,1250000.0,30720.0,100.0,600.0,3.0,0.6,6.5,5,1,100.0,77.0,77.0,128.0,['Serene Grace'],Normal_Psychic,1,18.055555555555557
648,649,Genesect,Bug,Steel,120.0,95.0,1250000.0,30720.0,0.0,600.0,3.0,1.5,82.5,5,1,71.0,120.0,95.0,99.0,['Download'],Bug_Steel,1,36.666666666666664
649,650,Chespin,Grass,NaN,61.0,65.0,1059860.0,5120.0,70.0,313.0,45.0,0.4,9.0,6,0,56.0,48.0,45.0,38.0,"['Overgrow', 'Bulletproof']",Grass,2,56.249999999999986
650,651,Quilladin,Grass,NaN,78.0,95.0,1059860.0,5120.0,70.0,405.0,45.0,0.7,29.0,6,0,61.0,56.0,58.0,57.0,"['Overgrow', 'Bulletproof']",Grass,2,59.18367346938776
651,652,Chesnaught,Grass,Fighting,107.0,122.0,1059860.0,5120.0,70.0,530.0,45.0,1.6,90.0,6,0,88.0,74.0,75.0,64.0,"['Overgrow', 'Bulletproof']",Grass_Fighting,2,35.15624999999999
652,653,Fennekin,Fire,NaN,45.0,40.0,1059860.0,5120.0,70.0,307.0,45.0,0.4,9.4,6,0,40.0,62.0,60.0,60.0,"['Blaze', 'Magician']",Fire,2,58.74999999999999
653,654,Braixen,Fire,NaN,59.0,58.0,1059860.0,5120.0,70.0,409.0,45.0,1.0,14.5,6,0,59.0,90.0,70.0,73.0,"['Blaze', 'Magician']",Fire,2,14.5
654,655,Delphox,Fire,Psychic,69.0,72.0,1059860.0,5120.0,70.0,534.0,45.0,1.5,39.0,6,0,75.0,114.0,100.0,104.0,"['Blaze', 'Magician']",Fire_Psychic,2,17.333333333333332
655,656,Froakie,Water,NaN,56.0,40.0,1059860.0,5120.0,70.0,314.0,45.0,0.3,7.0,6,0,41.0,62.0,44.0,71.0,"['Torrent', 'Protean']",Water,2,77.77777777777779
656,657,Frogadier,Water,NaN,63.0,52.0,1059860.0,5120.0,70.0,405.0,45.0,0.6,10.9,6,0,54.0,83.0,56.0,97.0,"['Torrent', 'Protean']",Water,2,30.27777777777778
657,658,Greninja,Water,Dark,145.0,67.0,1059860.0,5120.0,70.0,640.0,45.0,1.5,40.0,6,0,72.0,153.0,71.0,132.0,"['Torrent', 'Protean', 'Battle Bond']",Water_Dark,3,17.77777777777778
658,659,Bunnelby,Normal,NaN,36.0,38.0,1000000.0,3840.0,70.0,237.0,255.0,0.4,5.0,6,0,38.0,32.0,36.0,57.0,"['Pickup', 'Cheek Pouch', 'Huge Power']",Normal,3,31.249999999999993
659,660,Diggersby,Normal,Ground,56.0,77.0,1000000.0,3840.0,70.0,423.0,127.0,1.0,42.4,6,0,85.0,50.0,77.0,78.0,"['Pickup', 'Cheek Pouch', 'Huge Power']",Normal_Ground,3,42.4
660,661,Fletchling,Normal,Flying,50.0,43.0,1059860.0,3840.0,70.0,278.0,255.0,0.3,1.7,6,0,45.0,40.0,38.0,62.0,"['Big Pecks', 'Gale Wings']",Normal_Flying,2,18.88888888888889
661,662,Fletchinder,Fire,Flying,73.0,55.0,1059860.0,3840.0,70.0,382.0,120.0,0.7,16.0,6,0,62.0,56.0,52.0,84.0,"['Flame Body', 'Gale Wings']",Fire_Flying,2,32.653061224489804
662,663,Talonflame,Fire,Flying,81.0,71.0,1059860.0,3840.0,70.0,499.0,45.0,1.2,24.5,6,0,78.0,74.0,69.0,126.0,"['Flame Body', 'Gale Wings']",Fire_Flying,2,17.01388888888889
663,664,Scatterbug,Bug,NaN,35.0,40.0,1000000.0,3840.0,70.0,200.0,255.0,0.3,2.5,6,0,38.0,27.0,25.0,35.0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Bug,3,27.77777777777778
664,665,Spewpa,Bug,NaN,22.0,60.0,1000000.0,3840.0,70.0,213.0,120.0,0.3,8.4,6,0,45.0,27.0,30.0,29.0,"['Shed Skin', 'Friend Guard']",Bug,2,93.33333333333334
665,666,Vivillon,Bug,Flying,52.0,50.0,1000000.0,3840.0,70.0,411.0,45.0,1.2,17.0,6,0,80.0,90.0,50.0,89.0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Bug_Flying,3,11.805555555555555
666,667,Litleo,Fire,Normal,50.0,58.0,1059860.0,5120.0,70.0,369.0,220.0,0.6,13.5,6,0,62.0,73.0,54.0,72.0,"['Rivalry', 'Unnerve', 'Moxie']",Fire_Normal,3,37.5
667,668,Pyroar,Fire,Normal,68.0,72.0,1059860.0,5120.0,70.0,507.0,65.0,1.5,81.5,6,0,86.0,109.0,66.0,106.0,"['Rivalry', 'Unnerve', 'Moxie']",Fire_Normal,3,36.22222222222222
668,669,Flabébé,Fairy,NaN,38.0,39.0,1000000.0,5120.0,70.0,303.0,225.0,0.1,0.1,6,0,44.0,61.0,79.0,42.0,"['Flower Veil', 'Symbiosis']",Fairy,2,9.999999999999998
669,670,Floette,Fairy,NaN,65.0,67.0,1000000.0,5120.0,70.0,551.0,120.0,0.2,0.9,6,0,74.0,125.0,128.0,92.0,"['Flower Veil', 'Symbiosis']",Fairy,2,22.499999999999996
670,671,Florges,Fairy,NaN,65.0,68.0,1000000.0,5120.0,70.0,552.0,45.0,1.1,10.0,6,0,78.0,112.0,154.0,75.0,"['Flower Veil', 'Symbiosis']",Fairy,2,8.264462809917354
671,672,Skiddo,Grass,NaN,65.0,48.0,1000000.0,5120.0,70.0,350.0,200.0,0.9,31.0,6,0,66.0,62.0,57.0,52.0,"['Sap Sipper', 'Grass Pelt']",Grass,2,38.2716049382716
672,673,Gogoat,Grass,NaN,100.0,62.0,1000000.0,5120.0,70.0,531.0,45.0,1.7,91.0,6,0,123.0,97.0,81.0,68.0,"['Sap Sipper', 'Grass Pelt']",Grass,2,31.487889273356405
673,674,Pancham,Fighting,NaN,82.0,62.0,1000000.0,6400.0,70.0,348.0,220.0,0.6,8.0,6,0,67.0,46.0,48.0,43.0,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Fighting,3,22.22222222222222
674,675,Pangoro,Fighting,Dark,124.0,78.0,1000000.0,6400.0,70.0,495.0,65.0,2.1,136.0,6,0,95.0,69.0,71.0,58.0,"['Iron Fist', 'Mold Breaker', 'Scrappy']",Fighting_Dark,3,30.839002267573694
675,676,Furfrou,Normal,NaN,80.0,60.0,1000000.0,5120.0,70.0,472.0,160.0,1.2,28.0,6,0,75.0,65.0,90.0,102.0,['Fur Coat'],Normal,1,19.444444444444446
676,677,Espurr,Psychic,NaN,48.0,54.0,1000000.0,5120.0,70.0,355.0,190.0,0.3,3.5,6,0,62.0,63.0,60.0,68.0,"['Keen Eye', 'Infiltrator', 'Own Tempo']",Psychic,3,38.88888888888889
677,731,Pikipek,Normal,Flying,75.0,30.0,1000000.0,3840.0,70.0,265.0,255.0,0.3,1.2,7,0,35.0,30.0,30.0,65.0,"['Keen Eye', 'Skill Link', 'Pickup']",Normal_Flying,3,13.333333333333334
678,678,Meowstic,Psychic,NaN,48.0,76.0,1000000.0,5120.0,70.0,466.0,75.0,0.6,8.5,6,0,74.0,83.0,81.0,104.0,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Psychic,4,23.61111111111111
679,679,Honedge,Steel,Ghost,80.0,100.0,1000000.0,5120.0,70.0,325.0,180.0,0.8,2.0,6,0,45.0,35.0,37.0,28.0,['No Guard'],Steel_Ghost,1,3.1249999999999996
680,680,Doublade,Steel,Ghost,110.0,150.0,1000000.0,5120.0,70.0,448.0,90.0,0.8,4.5,6,0,59.0,45.0,49.0,35.0,['No Guard'],Steel_Ghost,1,7.031249999999998
681,681,Aegislash,Steel,Ghost,150.0,50.0,1000000.0,5120.0,70.0,520.0,45.0,1.7,53.0,6,0,60.0,150.0,50.0,60.0,['Stance Change'],Steel_Ghost,1,18.339100346020764
682,682,Spritzee,Fairy,NaN,52.0,60.0,1000000.0,5120.0,70.0,341.0,200.0,0.2,0.5,6,0,78.0,63.0,65.0,23.0,"['Healer', 'Aroma Veil']",Fairy,2,12.499999999999998
683,683,Aromatisse,Fairy,NaN,72.0,72.0,1000000.0,5120.0,70.0,462.0,140.0,0.8,15.5,6,0,101.0,99.0,89.0,29.0,"['Healer', 'Aroma Veil']",Fairy,2,24.218749999999996
684,684,Swirlix,Fairy,NaN,48.0,66.0,1000000.0,5120.0,70.0,341.0,200.0,0.4,3.5,6,0,62.0,59.0,57.0,49.0,"['Sweet Veil', 'Unburden']",Fairy,2,21.874999999999996
685,685,Slurpuff,Fairy,NaN,80.0,86.0,1000000.0,5120.0,70.0,480.0,140.0,0.8,5.0,6,0,82.0,85.0,75.0,72.0,"['Sweet Veil', 'Unburden']",Fairy,2,7.812499999999998
686,686,Inkay,Dark,Psychic,54.0,53.0,1000000.0,5120.0,70.0,288.0,190.0,0.4,3.5,6,0,53.0,37.0,46.0,45.0,"['Contrary', 'Suction Cups', 'Infiltrator']",Dark_Psychic,3,21.874999999999996
687,687,Malamar,Dark,Psychic,92.0,88.0,1000000.0,5120.0,70.0,482.0,80.0,1.5,47.0,6,0,86.0,68.0,75.0,73.0,"['Contrary', 'Suction Cups', 'Infiltrator']",Dark_Psychic,3,20.88888888888889
688,688,Binacle,Rock,Water,52.0,67.0,1000000.0,5120.0,70.0,306.0,120.0,0.5,31.0,6,0,42.0,39.0,56.0,50.0,"['Tough Claws', 'Sniper', 'Pickpocket']",Rock_Water,3,124.0
689,689,Barbaracle,Rock,Water,105.0,115.0,1000000.0,5120.0,70.0,500.0,45.0,1.3,96.0,6,0,72.0,54.0,86.0,68.0,"['Tough Claws', 'Sniper', 'Pickpocket']",Rock_Water,3,56.80473372781064
690,690,Skrelp,Poison,Water,60.0,60.0,1000000.0,5120.0,70.0,320.0,225.0,0.5,7.3,6,0,50.0,60.0,60.0,30.0,"['Poison Point', 'Poison Touch', 'Adaptability']",Poison_Water,3,29.2
691,691,Dragalge,Poison,Dragon,75.0,90.0,1000000.0,5120.0,70.0,494.0,55.0,1.8,81.5,6,0,65.0,97.0,123.0,44.0,"['Poison Point', 'Poison Touch', 'Adaptability']",Poison_Dragon,3,25.15432098765432
692,692,Clauncher,Water,NaN,53.0,62.0,1250000.0,3840.0,70.0,330.0,225.0,0.5,8.3,6,0,50.0,58.0,63.0,44.0,['Mega Launcher'],Water,1,33.2
693,693,Clawitzer,Water,NaN,73.0,88.0,1250000.0,3840.0,70.0,500.0,55.0,1.3,35.3,6,0,71.0,120.0,89.0,59.0,['Mega Launcher'],Water,1,20.887573964497037
694,694,Helioptile,Electric,Normal,38.0,33.0,1000000.0,5120.0,70.0,289.0,190.0,0.5,6.0,6,0,44.0,61.0,43.0,70.0,"['Dry Skin', 'Sand Veil', 'Solar Power']",Electric_Normal,3,24.0
695,695,Heliolisk,Electric,Normal,55.0,52.0,1000000.0,5120.0,70.0,481.0,75.0,1.0,21.0,6,0,62.0,109.0,94.0,109.0,"['Dry Skin', 'Sand Veil', 'Solar Power']",Electric_Normal,3,21.0
696,696,Tyrunt,Rock,Dragon,89.0,77.0,1000000.0,7680.0,70.0,362.0,45.0,0.8,26.0,6,0,58.0,45.0,45.0,48.0,"['Strong Jaw', 'Sturdy']",Rock_Dragon,2,40.62499999999999
697,697,Tyrantrum,Rock,Dragon,121.0,119.0,1000000.0,7680.0,70.0,521.0,45.0,2.5,270.0,6,0,82.0,69.0,59.0,71.0,"['Strong Jaw', 'Rock Head']",Rock_Dragon,2,43.2
698,698,Amaura,Rock,Ice,59.0,50.0,1000000.0,7680.0,70.0,362.0,45.0,1.3,25.2,6,0,77.0,67.0,63.0,46.0,"['Refrigerate', 'Snow Warning']",Rock_Ice,2,14.911242603550294
699,699,Aurorus,Rock,Ice,77.0,72.0,1000000.0,7680.0,70.0,521.0,45.0,2.7,225.0,6,0,123.0,99.0,92.0,58.0,"['Refrigerate', 'Snow Warning']",Rock_Ice,2,30.864197530864192
700,700,Sylveon,Fairy,NaN,65.0,65.0,1000000.0,8960.0,70.0,525.0,45.0,1.0,23.5,6,0,95.0,110.0,130.0,60.0,"['Cute Charm', 'Pixilate']",Fairy,2,23.5
701,701,Hawlucha,Fighting,Flying,92.0,75.0,1000000.0,5120.0,70.0,500.0,100.0,0.8,21.5,6,0,78.0,74.0,63.0,118.0,"['Limber', 'Unburden', 'Mold Breaker']",Fighting_Flying,3,33.59374999999999
702,702,Dedenne,Electric,Fairy,58.0,57.0,1000000.0,5120.0,70.0,431.0,180.0,0.2,2.2,6,0,67.0,81.0,67.0,101.0,"['Cheek Pouch', 'Pickup', 'Plus']",Electric_Fairy,3,54.99999999999999
703,703,Carbink,Rock,Fairy,50.0,150.0,1250000.0,6400.0,70.0,500.0,60.0,0.3,5.7,6,0,50.0,50.0,150.0,50.0,"['Clear Body', 'Sturdy']",Rock_Fairy,2,63.333333333333336
704,704,Goomy,Dragon,NaN,50.0,35.0,1250000.0,10240.0,35.0,300.0,45.0,0.3,2.8,6,0,45.0,55.0,75.0,40.0,"['Sap Sipper', 'Hydration', 'Gooey']",Dragon,3,31.11111111111111
705,705,Sliggoo,Dragon,NaN,75.0,53.0,1250000.0,10240.0,35.0,452.0,45.0,0.8,17.5,6,0,68.0,83.0,113.0,60.0,"['Sap Sipper', 'Hydration', 'Gooey']",Dragon,3,27.343749999999996
706,706,Goodra,Dragon,NaN,100.0,70.0,1250000.0,10240.0,35.0,600.0,45.0,2.0,150.5,6,0,90.0,110.0,150.0,80.0,"['Sap Sipper', 'Hydration', 'Gooey']",Dragon,3,37.625
707,707,Klefki,Steel,Fairy,80.0,91.0,800000.0,5120.0,70.0,470.0,75.0,0.2,3.0,6,0,57.0,80.0,87.0,75.0,"['Prankster', 'Magician']",Steel_Fairy,2,74.99999999999999
708,708,Phantump,Ghost,Grass,70.0,48.0,1000000.0,5120.0,70.0,309.0,120.0,0.4,7.0,6,0,43.0,50.0,60.0,38.0,"['Natural Cure', 'Frisk', 'Harvest']",Ghost_Grass,3,43.74999999999999
709,709,Trevenant,Ghost,Grass,110.0,76.0,1000000.0,5120.0,70.0,474.0,60.0,1.5,71.0,6,0,85.0,65.0,82.0,56.0,"['Natural Cure', 'Frisk', 'Harvest']",Ghost_Grass,3,31.555555555555557
710,710,Pumpkaboo,Ghost,Grass,66.0,70.0,1000000.0,5120.0,70.0,335.0,120.0,0.8,15.0,6,0,59.0,44.0,55.0,41.0,"['Pickup', 'Frisk', 'Insomnia']",Ghost_Grass,3,23.437499999999996
711,711,Gourgeist,Ghost,Grass,100.0,122.0,1000000.0,5120.0,70.0,494.0,60.0,1.7,39.0,6,0,85.0,58.0,75.0,54.0,"['Pickup', 'Frisk', 'Insomnia']",Ghost_Grass,3,13.494809688581316
712,712,Bergmite,Ice,NaN,69.0,85.0,1000000.0,5120.0,70.0,304.0,190.0,1.0,99.5,6,0,55.0,32.0,35.0,28.0,"['Own Tempo', 'Ice Body', 'Sturdy']",Ice,3,99.5
713,713,Avalugg,Ice,NaN,117.0,184.0,1000000.0,5120.0,70.0,514.0,55.0,2.0,505.0,6,0,95.0,44.0,46.0,28.0,"['Own Tempo', 'Ice Body', 'Sturdy']",Ice,3,126.25
714,714,Noibat,Flying,Dragon,30.0,35.0,1000000.0,5120.0,70.0,245.0,190.0,0.5,8.0,6,0,40.0,45.0,40.0,55.0,"['Frisk', 'Infiltrator', 'Telepathy']",Flying_Dragon,3,32.0
715,715,Noivern,Flying,Dragon,70.0,80.0,1000000.0,5120.0,70.0,535.0,45.0,1.5,85.0,6,0,85.0,97.0,80.0,123.0,"['Frisk', 'Infiltrator', 'Telepathy']",Flying_Dragon,3,37.77777777777778
716,716,Xerneas,Fairy,NaN,131.0,95.0,1250000.0,30720.0,0.0,680.0,45.0,3.0,215.0,6,1,126.0,131.0,98.0,99.0,['Fairy Aura'],Fairy,1,23.88888888888889
717,717,Yveltal,Dark,Flying,131.0,95.0,1250000.0,30720.0,0.0,680.0,45.0,5.8,203.0,6,1,126.0,131.0,98.0,99.0,['Dark Aura'],Dark_Flying,1,6.0344827586206895
718,718,Zygarde,Dragon,Ground,100.0,121.0,1250000.0,30720.0,0.0,708.0,3.0,5.0,284.6,6,1,216.0,91.0,95.0,85.0,"['Aura Break', 'Power Construct']",Dragon_Ground,2,11.384
719,719,Diancie,Rock,Fairy,160.0,110.0,1250000.0,6400.0,70.0,700.0,3.0,0.7,8.8,6,1,50.0,160.0,110.0,110.0,['Clear Body'],Rock_Fairy,1,17.95918367346939
720,720,Hoopa,Psychic,Ghost,160.0,60.0,1250000.0,30720.0,100.0,680.0,3.0,,,6,1,80.0,170.0,130.0,80.0,['Magician'],Psychic_Ghost,1,
721,721,Volcanion,Fire,Water,110.0,120.0,1250000.0,30720.0,100.0,600.0,3.0,1.7,195.0,6,1,80.0,130.0,90.0,70.0,['Water Absorb'],Fire_Water,1,67.47404844290658
722,722,Rowlet,Grass,Flying,55.0,55.0,1059860.0,3840.0,70.0,320.0,45.0,0.3,1.5,7,0,68.0,50.0,50.0,42.0,"['Overgrow', 'Long Reach']",Grass_Flying,2,16.666666666666668
723,723,Dartrix,Grass,Flying,75.0,75.0,1059860.0,3840.0,70.0,420.0,45.0,0.7,16.0,7,0,78.0,70.0,70.0,52.0,"['Overgrow', 'Long Reach']",Grass_Flying,2,32.653061224489804
724,724,Decidueye,Grass,Ghost,107.0,75.0,1059860.0,3840.0,70.0,530.0,45.0,1.6,36.6,7,0,78.0,100.0,100.0,70.0,"['Overgrow', 'Long Reach']",Grass_Ghost,2,14.296874999999998
725,725,Litten,Fire,NaN,65.0,40.0,1059860.0,3840.0,70.0,320.0,45.0,0.4,4.3,7,0,45.0,60.0,40.0,70.0,"['Blaze', 'Intimidate']",Fire,2,26.874999999999993
726,726,Torracat,Fire,NaN,85.0,50.0,1059860.0,3840.0,70.0,420.0,45.0,0.7,25.0,7,0,65.0,80.0,50.0,90.0,"['Blaze', 'Intimidate']",Fire,2,51.020408163265316
727,727,Incineroar,Fire,Dark,115.0,90.0,1059860.0,3840.0,70.0,530.0,45.0,1.8,83.0,7,0,95.0,80.0,90.0,60.0,"['Blaze', 'Intimidate']",Fire_Dark,2,25.61728395061728
728,728,Popplio,Water,NaN,54.0,54.0,1059860.0,3840.0,70.0,320.0,45.0,0.4,7.5,7,0,50.0,66.0,56.0,40.0,"['Torrent', 'Liquid Voice']",Water,2,46.87499999999999
729,729,Brionne,Water,NaN,69.0,69.0,1059860.0,3840.0,70.0,420.0,45.0,0.6,17.5,7,0,60.0,91.0,81.0,50.0,"['Torrent', 'Liquid Voice']",Water,2,48.611111111111114
730,730,Primarina,Water,Fairy,74.0,74.0,1059860.0,3840.0,70.0,530.0,45.0,1.8,44.0,7,0,80.0,126.0,116.0,60.0,"['Torrent', 'Liquid Voice']",Water_Fairy,2,13.580246913580247
